Week,duration_hours
19.0,36.600833333333334
20.0,31.788333333333334
21.0,25.814444444444444
22.0,18.09388888888889
23.0,38.016111111111115
24.0,40.81111111111111
25.0,42.13333333333333
26.0,46.50361111111111
27.0,46.078611111111115
28.0,33.85
29.0,35.0525
30.0,22.89805555555556
31.0,16.75
32.0,8.0
